,lemas_a,lemas_b,similarity
52,usuario,tocar,0.22588708996772766
53,usuario,dejar,0.01508244127035141
54,usuario,temporada,0.27985629439353943
55,usuario,canal,0.2768610119819641
56,usuario,librar,0.1412704437971115
57,usuario,subir,0.09437345713376999
58,usuario,precioso,0.30488792061805725
59,usuario,cambiar,0.17364150285720825
60,usuario,comprar,0.07805965095758438
61,usuario,ojalá,0.007602776400744915
62,usuario,comenzar,0.1396629363298416
63,usuario,merecer,0.2973981499671936
64,usuario,desear,0.11329296231269836
65,usuario,pensar,0.16431386768817902
66,usuario,the,0.2692299783229828
67,usuario,valer,0.35338178277015686
68,usuario,estupendo,0.2966613471508026
69,usuario,amar,0.16260884702205658
70,usuario,casar,0.19043631851673126
71,usuario,amor,0.38055652379989624
72,usuario,placer,0.5348194241523743
73,usuario,super,0.399336576461792
74,usuario,vídeo,0.5333395004272461
75,usuario,septiembre,0.33011215925216675
76,usuario,hableconellas,0.24646905064582825
77,usuario,bello,0.5631108283996582
78,usuario,suerte,0.1863991916179657
79,usuario,lunes,0.3317708373069763
80,usuario,familia,0.3702503740787506
81,usuario,madrid,0.3173699378967285
82,usuario,parecer,0.3274042010307312
83,usuario,cola,0.264419287443161
84,usuario,penar,0.2373974472284317
85,usuario,grande,0.2284761220216751
86,usuario,horario,0.5675090551376343
87,usuario,guay,0.32206058502197266
88,usuario,viajar,0.31245484948158264
89,usuario,jajaja,0.16769282519817352
90,usuario,parar,0.08737804740667343
91,usuario,estrenar,0.07961360365152359
92,usuario,capítulo,0.3198149800300598
93,usuario,empezar,0.17651638388633728
94,usuario,jugar,0.19339816272258759
95,usuario,sobretodo,0.19693562388420105
96,usuario,post,0.46870899200439453
97,usuario,programar,0.07077648490667343
98,usuario,junto,0.13692715764045715
99,usuario,alegrar,0.14157597720623016
100,usuario,abrir,0.04534130543470383
101,usuario,disfrutar,0.18259644508361816
102,usuario,experto,0.3827661871910095
103,usuario,abrazar,0.07918313145637512
104,usuario,entender,0.08626622706651688
105,usuario,gracioso,0.4479252099990845
106,usuario,mañana,0.3174933195114136
107,usuario,jajajaja,0.4655171036720276
108,usuario,mola,0.3204505443572998
109,usuario,muchísimo,0.4584469199180603
110,usuario,amigo,0.46055713295936584
111,usuario,hacer,0.41341540217399597
112,usuario,fifa,0.34668245911598206
113,usuario,primero,0.4815756678581238
114,usuario,jaja,0.26905402541160583
115,usuario,coser,0.28022828698158264
116,usuario,flipante,0.12559442222118378
117,usuario,loco,0.5272173881530762
118,usuario,especial,0.28390029072761536
119,usuario,espalda,0.45398810505867004
120,usuario,tarjeta,0.34592586755752563
121,usuario,pokemon,0.5958749651908875
122,usuario,página,0.2923484444618225
123,usuario,gimnasio,0.5326904058456421
124,usuario,preguntar,0.251179575920105
125,usuario,manir,0.28002917766571045
126,usuario,minuto,0.45274826884269714
127,usuario,montar,0.31474733352661133
128,usuario,madre,0.1822092980146408
129,usuario,probar,0.14304795861244202
130,usuario,sorpresa,0.25458478927612305
131,usuario,amigar,0.25080379843711853
132,usuario,skype,0.24306604266166687
133,usuario,directo,0.37886548042297363
134,usuario,mensaje,0.36592698097229004
135,usuario,moño,0.331451952457428
136,usuario,durar,0.09116600453853607
137,usuario,paso,0.3594530522823334
138,usuario,corazón,0.38894861936569214
139,usuario,entrar,0.15488187968730927
140,usuario,descubrir,0.1425558179616928
141,usuario,freír,0.14971333742141724
142,usuario,luis,0.28235307335853577
143,usuario,interesante,0.17235231399536133
144,usuario,mundo,0.3486405313014984
145,usuario,fiesta,0.27083271741867065
146,usuario,ilusión,0.258798211812973
147,usuario,litro,0.44908761978149414
148,usuario,cine,0.3579522669315338
149,usuario,detallar,0.3307654559612274
150,usuario,fuerte,0.3992074728012085
151,usuario,omar,0.4051174223423004
152,usuario,beso,0.4148610234260559
153,usuario,único,0.5622364282608032
154,usuario,resultar,0.28464555740356445
155,usuario,twitter,0.2898072898387909
156,usuario,aprender,0.14513182640075684
157,usuario,rápido,0.4046062231063843
158,usuario,niñuca,0.03808038681745529
159,usuario,buscar,0.26939666271209717
160,usuario,interés,0.3155005872249603
161,usuario,alternativo,0.5288917422294617
162,usuario,tuit,0.3682389557361603
163,usuario,sonar,0.27092865109443665
164,usuario,topar,0.2218054085969925
165,usuario,ensalada,0.19253970682621002
166,usuario,espectacular,0.19067026674747467
167,usuario,divertir,0.12284211814403534
168,usuario,vivo,0.43847304582595825
169,usuario,seguro,0.4362980127334595
170,usuario,tío,0.4760200083255768
171,usuario,récord,0.5633221864700317
172,usuario,perro,0.3960075378417969
173,usuario,imaginar,0.30344995856285095
174,usuario,ami,0.04363929107785225
175,usuario,rico,0.5458381772041321
176,usuario,octubre,0.285103976726532
177,usuario,alto,0.5283216238021851
178,usuario,pasear,0.35414791107177734
179,usuario,humor,0.4399111270904541
180,usuario,sistema,0.4732738733291626
181,usuario,ayudar,0.2788584530353546
182,usuario,sabado,0.39769116044044495
183,usuario,etapa,0.33609238266944885
184,usuario,coche,0.27811211347579956
185,usuario,montón,0.4258456826210022
186,usuario,escribir,0.2046307474374771
187,usuario,seguirme,0.33878692984580994
188,usuario,ideo,0.5087321400642395
189,usuario,oír,0.3957969844341278
190,usuario,quedo,0.18157772719860077
191,usuario,advertir,0.09949661791324615
192,usuario,entrevistar,0.08941573649644852
193,usuario,modelar,0.27655214071273804
194,usuario,alba,0.23664158582687378
195,usuario,normal,0.2998788356781006
196,usuario,toledo,0.5235893726348877
197,usuario,verla,0.4928465485572815
198,usuario,willy,0.17603836953639984
199,usuario,galo,0.547595739364624
200,usuario,sonrisa,0.41809916496276855
201,usuario,tio,0.1974741816520691
202,usuario,internacional,0.2338523119688034
203,usuario,muchísimas,0.33121946454048157
204,usuario,lindar,0.32701224088668823
205,usuario,llevar,0.1298336535692215
206,usuario,aceptar,0.1932753175497055
207,usuario,bonica,0.17064817249774933
208,usuario,sexy,0.43087106943130493
209,usuario,actriz,0.24723446369171143
210,usuario,contento,0.43195345997810364
211,usuario,pintar,0.3288975656032562
212,usuario,clásico,0.39945411682128906
213,usuario,abrazarte,0.3934682607650757
214,usuario,niño,0.47142335772514343
215,usuario,leer,0.10801299661397934
216,usuario,poquito,0.15183652937412262
217,usuario,partir,0.12953336536884308
218,usuario,temer,0.23256711661815643
219,usuario,crack,0.15757913887500763
220,usuario,noticiar,0.2500106394290924
221,usuario,opción,0.2954862415790558
222,usuario,frase,0.37712445855140686
223,usuario,parejo,0.48483070731163025
224,usuario,malo,0.4712367653846741
225,usuario,quedar,0.17881764471530914
226,usuario,atrasar,0.033974774181842804
227,usuario,inglés,0.35351574420928955
228,usuario,preparar,0.16016757488250732
229,usuario,chulo,0.36202964186668396
230,gracia,querer,0.31484103202819824
231,gracia,feliz,0.27292150259017944
232,gracia,tener,0.3136043846607208
233,gracia,genial,0.21729543805122375
234,gracia,año,0.1445651352405548
235,gracia,bonito,0.3309417963027954
236,gracia,gustar,0.360777348279953
237,gracia,esperar,0.24032092094421387
238,gracia,hablar,0.21184639632701874
239,gracia,noche,0.36131200194358826
240,gracia,llegar,0.3129274249076843
241,gracia,encantar,0.25301745533943176
242,gracia,salir,0.17284347116947174
243,gracia,volver,0.1401175856590271
244,gracia,ver,-0.042517926543951035
245,gracia,besitos,-0.045234568417072296
246,gracia,pasar,0.18511691689491272
247,gracia,guapo,0.04493200033903122
248,gracia,gente,0.5217353701591492
249,gracia,haber,0.26680058240890503
250,gracia,maravilloso,0.09673269093036652
251,gracia,seguir,0.2113484889268875
252,gracia,estar,0.12290898710489273
253,gracia,perfecto,0.19166092574596405
254,gracia,venir,0.2545944154262543
255,gracia,sentir,0.2588600516319275
256,gracia,poder,0.11619048565626144
257,gracia,acabar,0.14932921528816223
258,gracia,semana,0.49592506885528564
259,gracia,mirar,0.3714371621608734
260,gracia,vestir,0.185520201921463
261,gracia,chico,0.2342718094587326
262,gracia,poner,0.33082515001296997
263,gracia,conocer,0.12548238039016724
264,gracia,escuchar,0.03968297317624092
265,gracia,mil,-0.11117373406887054
266,gracia,ganar,0.06080174073576927
267,gracia,libro,0.19298313558101654
268,gracia,foto,0.6670275926589966
269,gracia,decir,0.3410537540912628
270,gracia,artista,0.2725917100906372
271,gracia,mejorar,0.08272752165794373
272,gracia,felicidad,0.3170170783996582
273,gracia,tranquilo,0.012012836523354053
274,gracia,vida,0.43331608176231384
275,gracia,cumpleaños,-0.15089300274848938
276,gracia,seriar,0.20159883797168732
277,gracia,favorito,0.19416169822216034
278,gracia,personar,0.259694367647171
279,gracia,hola,0.5628954768180847
280,gracia,compartir,0.4280509352684021
281,gracia,tocar,0.30409061908721924
282,gracia,dejar,0.03997702896595001
283,gracia,temporada,0.3256993293762207
284,gracia,canal,0.40181395411491394
285,gracia,librar,0.3778643310070038
286,gracia,subir,0.2622057795524597
287,gracia,precioso,0.10954895615577698
288,gracia,cambiar,0.25570163130760193
289,gracia,comprar,0.16160427033901215
290,gracia,ojalá,0.02762184850871563
291,gracia,comenzar,0.2941426932811737
292,gracia,merecer,0.34103864431381226
293,gracia,desear,0.2677779793739319
294,gracia,pensar,0.28816235065460205
295,gracia,the,0.22548656165599823
296,gracia,valer,0.34178388118743896
297,gracia,estupendo,0.1948906034231186
298,gracia,amar,0.34526658058166504
299,gracia,casar,0.23794767260551453
300,gracia,amor,0.3198093771934509
301,gracia,placer,0.40112802386283875
302,gracia,super,0.45115992426872253
303,gracia,vídeo,0.3442000150680542
304,gracia,septiembre,0.32111263275146484
305,gracia,hableconellas,0.20596976578235626
306,gracia,bello,0.17650489509105682
307,gracia,suerte,0.4763394892215729
308,gracia,lunes,0.1386856883764267
309,gracia,familia,0.545197069644928
310,gracia,madrid,0.33409908413887024
311,gracia,parecer,0.437599241733551
312,gracia,cola,0.627385675907135
313,gracia,penar,0.23667603731155396
314,gracia,grande,0.2707064151763916
315,gracia,horario,0.18072067201137543
316,gracia,guay,0.349053293466568
317,gracia,viajar,0.2942104637622833
318,gracia,jajaja,0.6636072993278503
319,gracia,parar,0.25346747040748596
320,gracia,estrenar,0.08731617778539658
321,gracia,capítulo,0.19774077832698822
322,gracia,empezar,0.32906076312065125
323,gracia,jugar,0.2059353142976761
324,gracia,sobretodo,0.06748345494270325
325,gracia,post,0.33202239871025085
326,gracia,programar,0.4312942922115326
327,gracia,junto,0.08639740198850632
328,gracia,alegrar,0.14764948189258575
329,gracia,abrir,0.29380854964256287
330,gracia,disfrutar,0.12599556148052216
331,gracia,experto,0.17469803988933563
332,gracia,abrazar,0.343447208404541
333,gracia,entender,0.1610579788684845
334,gracia,gracioso,0.027288151904940605
335,gracia,mañana,0.277887225151062
336,gracia,jajajaja,0.6102904081344604
337,gracia,mola,0.5680434703826904
338,gracia,muchísimo,0.18724806606769562
339,gracia,amigo,0.271132230758667
340,gracia,hacer,0.33588820695877075
341,gracia,fifa,0.33762747049331665
342,gracia,primero,0.11587565392255783
343,gracia,jaja,0.40167778730392456
344,gracia,coser,0.5089138746261597
345,gracia,flipante,0.018090803176164627
346,gracia,loco,0.050819166004657745
347,gracia,especial,0.3178480267524719
348,gracia,espalda,0.5125489234924316
349,gracia,tarjeta,0.3963256776332855
350,gracia,pokemon,0.2975313663482666
351,gracia,página,0.6611998081207275
352,gracia,gimnasio,0.33249714970588684
353,gracia,preguntar,0.3557773232460022
354,gracia,manir,0.1853838562965393
355,gracia,minuto,0.1910095065832138
356,gracia,montar,0.22212979197502136
357,gracia,madre,0.5478017330169678
358,gracia,probar,0.2803797423839569
359,gracia,sorpresa,0.4484715461730957
360,gracia,amigar,0.39135506749153137
361,gracia,skype,0.14413270354270935
362,gracia,directo,0.02792326919734478
363,gracia,mensaje,0.15545189380645752
364,gracia,moño,0.08531379699707031
365,gracia,durar,0.4177841246128082
366,gracia,paso,0.14794707298278809
367,gracia,corazón,0.3446362614631653
368,gracia,entrar,0.3660915493965149
369,gracia,descubrir,0.27030232548713684
370,gracia,freír,0.27280306816101074
371,gracia,luis,0.29475823044776917
372,gracia,interesante,0.26984769105911255
373,gracia,mundo,0.27245524525642395
374,gracia,fiesta,0.20433415472507477
375,gracia,ilusión,0.5933465361595154
376,gracia,litro,0.13230624794960022
377,gracia,cine,0.4230952262878418
378,gracia,detallar,0.32151544094085693
379,gracia,fuerte,0.34470659494400024
380,gracia,omar,0.3727504312992096
381,gracia,beso,0.4428349435329437
382,gracia,único,0.2727501094341278
383,gracia,resultar,0.3646794557571411
384,gracia,twitter,0.46531835198402405
385,gracia,aprender,0.18888573348522186
386,gracia,rápido,0.1974162459373474
387,gracia,niñuca,0.4347369074821472
388,gracia,buscar,0.18848808109760284
389,gracia,interés,0.25937509536743164
390,gracia,alternativo,0.19790363311767578
391,gracia,tuit,0.38398703932762146
392,gracia,sonar,0.20846593379974365
393,gracia,topar,0.1894524097442627
394,gracia,ensalada,0.2812638282775879
395,gracia,espectacular,0.34821638464927673
396,gracia,divertir,0.33312177658081055
397,gracia,vivo,0.19548198580741882
398,gracia,seguro,0.17792201042175293
399,gracia,tío,0.3438662588596344
400,gracia,récord,0.4284849762916565
401,gracia,perro,0.5864355564117432
402,gracia,imaginar,0.2660611569881439
403,gracia,ami,0.1723318248987198
404,gracia,rico,0.17700974643230438
405,gracia,octubre,0.3833474814891815
406,gracia,alto,0.29412510991096497
407,gracia,pasear,0.29896965622901917
408,gracia,humor,0.1965007334947586
409,gracia,sistema,0.4037820100784302
410,gracia,ayudar,0.33602023124694824
411,gracia,sabado,0.3131684958934784
412,gracia,etapa,0.5775410532951355
413,gracia,coche,0.2761310935020447
414,gracia,montón,0.37368905544281006
415,gracia,escribir,0.20254398882389069
416,gracia,seguirme,0.186330646276474
417,gracia,ideo,0.41354823112487793
418,gracia,oír,0.35179105401039124
419,gracia,quedo,0.33903875946998596
420,gracia,advertir,0.3818533718585968
421,gracia,entrevistar,0.1575489342212677
422,gracia,modelar,0.12353935837745667
423,gracia,alba,0.3636297881603241
424,gracia,normal,0.33055317401885986
425,gracia,toledo,0.4193066954612732
426,gracia,verla,0.5453924536705017
427,gracia,willy,0.29678142070770264
428,gracia,galo,0.3425717353820801
429,gracia,sonrisa,0.6100829839706421
430,gracia,tio,0.16235195100307465
431,gracia,internacional,0.21687406301498413
432,gracia,muchísimas,0.3733890652656555
433,gracia,lindar,0.5093767642974854
434,gracia,llevar,0.43361490964889526
435,gracia,aceptar,0.27419766783714294
436,gracia,bonica,0.455770343542099
437,gracia,sexy,0.37375327944755554
438,gracia,actriz,0.491883248090744
439,gracia,contento,0.1983000934123993
440,gracia,pintar,0.3299255073070526
441,gracia,clásico,0.037008240818977356
442,gracia,abrazarte,0.43960583209991455
443,gracia,niño,0.15334054827690125
444,gracia,leer,0.2738349437713623
445,gracia,poquito,-0.03496207669377327
446,gracia,partir,0.2926022708415985
447,gracia,temer,0.17428064346313477
448,gracia,crack,0.41680338978767395
449,gracia,noticiar,0.27301284670829773
450,gracia,opción,0.4771381914615631
451,gracia,frase,0.3272565007209778
452,gracia,parejo,0.3258649706840515
453,gracia,malo,0.2634303569793701
454,gracia,quedar,0.41667991876602173
455,gracia,atrasar,0.08134763687849045
456,gracia,inglés,0.18033386766910553
457,gracia,preparar,0.1095951646566391
458,gracia,chulo,0.045253634452819824
459,querer,feliz,0.33002546429634094
460,querer,tener,0.5868180990219116
461,querer,genial,0.24301086366176605
462,querer,año,0.16658473014831543
463,querer,bonito,0.04671267420053482
464,querer,gustar,0.5312944650650024
465,querer,esperar,0.6223522424697876
466,querer,hablar,0.5020981431007385
467,querer,noche,0.20071566104888916
468,querer,llegar,0.5917636752128601
469,querer,encantar,0.4848128855228424
470,querer,salir,0.5861958861351013
471,querer,volver,0.5099800229072571
472,querer,ver,0.49126991629600525
473,querer,besitos,0.12806281447410583
474,querer,pasar,0.5828961133956909
475,querer,guapo,0.23310215771198273
476,querer,gente,0.1629296839237213
477,querer,haber,0.46846380829811096
478,querer,maravilloso,0.22588370740413666
479,querer,seguir,0.556979238986969
480,querer,estar,0.5142975449562073
481,querer,perfecto,0.12869152426719666
482,querer,venir,0.48959463834762573
483,querer,sentir,0.5681915879249573
484,querer,poder,0.4743790328502655
485,querer,acabar,0.5837240219116211
486,querer,semana,0.2602721154689789
487,querer,mirar,0.6003828048706055
488,querer,vestir,0.42522889375686646
489,querer,chico,0.21756841242313385
490,querer,poner,0.611341655254364
491,querer,conocer,0.513674259185791
492,querer,escuchar,0.42688292264938354
493,querer,mil,0.1575978845357895
494,querer,ganar,0.3395410478115082
495,querer,libro,0.2227904051542282
496,querer,foto,0.3847951889038086
497,querer,decir,0.7549518942832947
498,querer,artista,0.3100315034389496
499,querer,mejorar,0.5557551980018616
500,querer,felicidad,0.21294113993644714
501,querer,tranquilo,0.033528681844472885
502,querer,vida,0.2563926577568054
503,querer,cumpleaños,0.03936442360281944
504,querer,seriar,0.5479167699813843
505,querer,favorito,0.06036319583654404
506,querer,personar,0.39536231756210327
507,querer,hola,0.307802677154541
508,querer,compartir,0.5888407230377197
509,querer,tocar,0.5271133184432983
510,querer,dejar,0.5481969118118286
511,querer,temporada,0.20039503276348114
512,querer,canal,0.3176746070384979
513,querer,librar,0.5626492500305176
514,querer,subir,0.48382407426834106
515,querer,precioso,0.2535753548145294
516,querer,cambiar,0.6259992718696594
517,querer,comprar,0.5104510188102722
518,querer,ojalá,0.04511479660868645
519,querer,comenzar,0.6483936309814453
520,querer,merecer,0.5502852201461792
521,querer,desear,0.6316604614257812
522,querer,pensar,0.6504931449890137
523,querer,the,0.26976367831230164
524,querer,valer,0.4309827387332916
525,querer,estupendo,0.35540950298309326
526,querer,amar,0.6090579628944397
527,querer,casar,0.5782896876335144
528,querer,amor,0.3287111520767212
529,querer,placer,0.43468770384788513
530,querer,super,0.502289354801178
531,querer,vídeo,0.32540446519851685
532,querer,septiembre,0.31263503432273865
533,querer,hableconellas,0.2888028919696808
534,querer,bello,0.03972818702459335
535,querer,suerte,0.2318468987941742
536,querer,lunes,0.2683772146701813
537,querer,familia,0.24589958786964417
538,querer,madrid,0.15835481882095337
539,querer,parecer,0.6037814617156982
540,querer,cola,0.2074892371892929
541,querer,penar,0.610879123210907
542,querer,grande,0.13047026097774506
543,querer,horario,0.07275467365980148
544,querer,guay,0.20342494547367096
545,querer,viajar,0.5944035649299622
546,querer,jajaja,0.39464372396469116
547,querer,parar,0.6530967950820923
548,querer,estrenar,0.3468373417854309
549,querer,capítulo,0.1909957081079483
550,querer,empezar,0.5591310262680054
551,querer,jugar,0.480915904045105
552,querer,sobretodo,0.08979684859514236
553,querer,post,0.3244099020957947
554,querer,programar,0.4943763017654419
555,querer,junto,0.17077620327472687
556,querer,alegrar,0.5583247542381287
557,querer,abrir,0.4880480468273163
558,querer,disfrutar,0.4958803951740265
559,querer,experto,0.15143875777721405
560,querer,abrazar,0.5929643511772156
561,querer,entender,0.5838670134544373
562,querer,gracioso,-0.03718192130327225
563,querer,mañana,0.05782594159245491
564,querer,jajajaja,0.3332573473453522
565,querer,mola,0.25883498787879944
566,querer,muchísimo,0.21746443212032318
567,querer,amigo,0.13396582007408142
568,querer,hacer,0.5676847100257874
569,querer,fifa,0.21221134066581726
570,querer,primero,0.13356684148311615
571,querer,jaja,0.25567173957824707
572,querer,coser,0.5485392808914185
573,querer,flipante,0.3537895977497101
574,querer,loco,0.09088882058858871
575,querer,especial,0.14473184943199158
576,querer,espalda,0.16873888671398163
577,querer,tarjeta,0.26486414670944214
578,querer,pokemon,0.13273406028747559
579,querer,página,0.21696561574935913
580,querer,gimnasio,0.27928426861763
581,querer,preguntar,0.6265169382095337
582,querer,manir,0.2874127924442291
583,querer,minuto,0.30481642484664917
584,querer,montar,0.536249577999115
585,querer,madre,0.28357046842575073
586,querer,probar,0.6554942727088928
587,querer,sorpresa,0.22186605632305145
588,querer,amigar,0.5791286826133728
589,querer,skype,0.18241095542907715
590,querer,directo,-0.0785982608795166
591,querer,mensaje,0.1516919732093811
592,querer,moño,0.0884188860654831
593,querer,durar,0.5667452812194824
594,querer,paso,0.3098942041397095
595,querer,corazón,0.22510024905204773
596,querer,entrar,0.5764124393463135
597,querer,descubrir,0.6833736300468445
598,querer,freír,0.4661177694797516
599,querer,luis,0.26472389698028564
600,querer,interesante,0.10545703768730164
601,querer,mundo,0.3590109050273895
602,querer,fiesta,0.18365688621997833
603,querer,ilusión,0.28425687551498413
604,querer,litro,0.13969628512859344
605,querer,cine,0.262411504983902
606,querer,detallar,0.5802658200263977
607,querer,fuerte,0.1840643733739853
608,querer,omar,0.3764878511428833
609,querer,beso,0.21015000343322754
610,querer,único,0.03827663138508797
611,querer,resultar,0.48727986216545105
612,querer,twitter,0.4860552251338959
613,querer,aprender,0.6007190346717834
614,querer,rápido,0.12323340028524399
615,querer,niñuca,0.3028620481491089
616,querer,buscar,0.44808539748191833
617,querer,interés,0.3112969696521759
618,querer,alternativo,0.13894617557525635
619,querer,tuit,0.1269182562828064
620,querer,sonar,0.5173994898796082
621,querer,topar,0.540398359298706
622,querer,ensalada,0.3919574022293091
623,querer,espectacular,0.2839754819869995
624,querer,divertir,0.5871303081512451
625,querer,vivo,0.08153323084115982
626,querer,seguro,0.08568281680345535
627,querer,tío,0.3954832851886749
628,querer,récord,0.13971035182476044
629,querer,perro,0.3889228403568268
630,querer,imaginar,0.5599318742752075
631,querer,ami,0.30949580669403076
632,querer,rico,0.13655692338943481
633,querer,octubre,0.20261473953723907
634,querer,alto,0.19570793211460114
635,querer,pasear,0.5472583770751953
636,querer,humor,0.23626478016376495
637,querer,sistema,0.33505871891975403
638,querer,ayudar,0.5673379898071289
639,querer,sabado,0.11968646943569183
640,querer,etapa,0.2975221574306488
641,querer,coche,0.3757351040840149
642,querer,montón,0.3419516682624817
643,querer,escribir,0.5103780031204224
644,querer,seguirme,0.21866492927074432
645,querer,ideo,0.27106115221977234
646,querer,oír,0.5746394991874695
647,querer,quedo,0.47215431928634644
648,querer,advertir,0.5153387188911438
649,querer,entrevistar,0.52138352394104
650,querer,modelar,0.35426828265190125
651,querer,alba,0.14725276827812195
652,querer,normal,0.28690338134765625
653,querer,toledo,0.2182021290063858
654,querer,verla,0.20445062220096588
655,querer,willy,0.3036186695098877
656,querer,galo,0.24882027506828308
657,querer,sonrisa,0.30070510506629944
658,querer,tio,0.43383026123046875
659,querer,internacional,0.32186663150787354
660,querer,muchísimas,0.26679855585098267
661,querer,lindar,0.4724392890930176
662,querer,llevar,0.5829417109489441
663,querer,aceptar,0.6397099494934082
664,querer,bonica,0.320723295211792
665,querer,sexy,0.21998612582683563
666,querer,actriz,0.15250925719738007
667,querer,contento,0.13997957110404968
668,querer,pintar,0.45663395524024963
669,querer,clásico,0.04675854742527008
670,querer,abrazarte,0.25288164615631104
671,querer,niño,0.16379614174365997
672,querer,leer,0.571769654750824
673,querer,poquito,-0.02436744049191475
674,querer,partir,0.5403743982315063
675,querer,temer,0.5725963115692139
676,querer,crack,0.5441815257072449
677,querer,noticiar,0.5037320852279663
678,querer,opción,0.29124197363853455
679,querer,frase,0.11922495812177658
680,querer,parejo,0.08924628794193268
681,querer,malo,0.15422438085079193
682,querer,quedar,0.6367562413215637
683,querer,atrasar,0.49552950263023376
684,querer,inglés,0.19521549344062805
685,querer,preparar,0.5607070922851562
686,querer,chulo,0.10200953483581543
687,feliz,tener,0.3137453496456146
688,feliz,genial,0.7058941125869751
689,feliz,año,0.15021802484989166
690,feliz,bonito,0.109211266040802
691,feliz,gustar,0.24987159669399261
692,feliz,esperar,0.4178315997123718
693,feliz,hablar,0.46216443181037903
694,feliz,noche,0.20168283581733704
695,feliz,llegar,0.39364680647850037
696,feliz,encantar,0.5054182410240173
697,feliz,salir,0.3638034164905548
698,feliz,volver,0.34313157200813293
699,feliz,ver,0.23554763197898865
700,feliz,besitos,0.005129585042595863
701,feliz,pasar,0.3285015821456909
702,feliz,guapo,0.1705406904220581
703,feliz,gente,0.3141663372516632
704,feliz,haber,0.28890374302864075
705,feliz,maravilloso,0.3688054084777832
706,feliz,seguir,0.37090933322906494
707,feliz,estar,0.3901025652885437
708,feliz,perfecto,0.3241395056247711
709,feliz,venir,0.4403035342693329
710,feliz,sentir,0.4085269570350647
711,feliz,poder,0.27755364775657654
712,feliz,acabar,0.28422045707702637
713,feliz,semana,0.24638229608535767
714,feliz,mirar,0.44116276502609253
715,feliz,vestir,0.3612937033176422
716,feliz,chico,0.3145941197872162
717,feliz,poner,0.5117045640945435
718,feliz,conocer,0.403314471244812
719,feliz,escuchar,0.2687262296676636
720,feliz,mil,0.12920495867729187
721,feliz,ganar,0.3845267593860626
722,feliz,libro,0.06749873608350754
723,feliz,foto,0.25172314047813416
724,feliz,decir,0.348970502614975
725,feliz,artista,0.5378131866455078
726,feliz,mejorar,0.322599321603775
727,feliz,felicidad,0.1505996584892273
728,feliz,tranquilo,0.21193760633468628
729,feliz,vida,0.24777422845363617
730,feliz,cumpleaños,-0.11079171299934387
731,feliz,seriar,0.44418883323669434
732,feliz,favorito,0.2155710756778717
733,feliz,personar,0.23096761107444763
734,feliz,hola,0.4212695062160492
735,feliz,compartir,0.29142189025878906
736,feliz,tocar,0.4294149577617645
737,feliz,dejar,0.33043238520622253
738,feliz,temporada,0.28019246459007263
739,feliz,canal,0.6262661218643188
740,feliz,librar,0.4544934928417206
741,feliz,subir,0.4011692404747009
742,feliz,precioso,0.2807346284389496
743,feliz,cambiar,0.42126917839050293
744,feliz,comprar,0.3632999360561371
745,feliz,ojalá,0.07870931923389435
746,feliz,comenzar,0.3210541307926178
747,feliz,merecer,0.4817222058773041
748,feliz,desear,0.4328511357307434
749,feliz,pensar,0.37869009375572205
750,feliz,the,0.34455087780952454
751,feliz,valer,0.19115015864372253
752,feliz,estupendo,0.21983075141906738
753,feliz,amar,0.29133298993110657
754,feliz,casar,0.5375973582267761
